"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000025423"	169.20409821807	1.99290375906305	0.242715101129334	8.21087666070313	2.19579350870032e-16	1.01242366687594e-14
"ENSG00000025708"	144.696532500223	-1.23104202567655	0.199332494500769	-6.17582210446777	6.5820066876996e-10	1.49446368470842e-08
"ENSG00000027075"	80.8086056438928	-1.06889171620615	0.267525657941592	-3.99547364701565	6.45650392336771e-05	0.000598139017114455
"ENSG00000028277"	34.4574837048717	2.09083621823952	0.374446522112817	5.58380461498739	2.35313059391414e-08	4.30682622813037e-07
"ENSG00000035664"	633.042902717231	-1.6836506049589	0.161143175628165	-10.44816572837	1.4938644593842e-25	1.6030588377249e-23
"ENSG00000039537"	22.9519717719	-1.86800566755601	0.484906495640547	-3.85230077210747	0.000117013170914308	0.00101663298565935
"ENSG00000040731"	72.2700084929553	1.90476082508439	0.311360430849294	6.11754300277911	9.50291216599955e-10	2.10464988364422e-08
"ENSG00000041353"	59.9423683987137	1.54546592893761	0.36530117999329	4.23066229615243	2.33004258965093e-05	0.000241275174073676
"ENSG00000046653"	1090.45825722703	-2.39616695349351	0.19011438919868	-12.6038169104043	2.01168577152769e-36	3.55555598912757e-34
"ENSG00000048540"	60.0652121202479	-1.39533881261159	0.278207520104018	-5.01546044510188	5.29066086864048e-07	7.55186335232388e-06
"ENSG00000049246"	196.030110621098	2.20785001062343	0.26863223729244	8.21885724839461	2.05451416750841e-16	9.49712343893374e-15
"ENSG00000049759"	1212.98843820386	1.12077945455561	0.156629417333752	7.15561274270344	8.32999940992763e-13	2.65793326304735e-11
"ENSG00000054938"	93.3812373991456	1.51173493308809	0.279729786496439	5.40426871239663	6.50733294984707e-08	1.1005084279535e-06
"ENSG00000055163"	284.232234651173	1.00310464349681	0.146443872276957	6.84975498052742	7.39765827280745e-12	2.07088483450579e-10
"ENSG00000056736"	73.8587890213004	1.01216611620074	0.228118676751411	4.43701555091755	9.12147062421136e-06	0.000103487647837182
"ENSG00000057657"	212.553567505953	-1.20834790912725	0.234419378524951	-5.15464172258541	2.54116312014532e-07	3.89227601784026e-06
"ENSG00000060718"	363.762294004358	-2.42734208791256	0.161719375784473	-15.0095934772067	6.35359057987131e-51	2.38630272862333e-48
"ENSG00000061337"	66.6914993629285	1.01463547018765	0.262239774104833	3.86911357612001	0.000109231753651674	0.000957331091313752
"ENSG00000064309"	348.470851504488	1.58925515979732	0.24480322868193	6.49196976834901	8.47212623407461e-11	2.09801499653705e-09
"ENSG00000064692"	42.2003491380068	1.51255970344494	0.356071626855421	4.24790853683802	2.15775446884209e-05	0.000225115726645169
"ENSG00000066468"	28.7035272208389	2.14628782623505	0.460688605883461	4.65886891671462	3.17951579667151e-06	3.95585305606584e-05
"ENSG00000067082"	3242.40960152819	-1.0894731443412	0.130865614353666	-8.32512917714873	8.42368311649951e-17	4.0802757362251e-15
"ENSG00000067798"	705.208940870332	-2.09441214663292	0.50096446473225	-4.18075990230628	2.90536517087459e-05	0.0002921245025127
"ENSG00000068383"	1247.24185187194	-1.38112413393709	0.097043446489135	-14.2320185844978	5.79835717754292e-46	1.63332473744912e-43
"ENSG00000068831"	97.80861461703	-2.01990811376374	0.266482542389189	-7.57988908261663	3.45850505530168e-14	1.28556554921606e-12
"ENSG00000069431"	849.101371746355	-1.05712016538315	0.098684127132056	-10.7121600616536	8.92545774426052e-27	1.04485813125668e-24
"ENSG00000070193"	115.634967388118	1.26008988289191	0.206450170993018	6.10360299936261	1.03703685545479e-09	2.28274730526727e-08
"ENSG00000070404"	2128.11402480981	-1.8155243546487	0.113376796611326	-16.0131914899008	1.0336877460484e-57	5.32437791021732e-55
"ENSG00000070808"	23.585469416522	2.31393177576282	0.461402030423024	5.01500128562797	5.30331111262719e-07	7.55795199513383e-06
"ENSG00000070882"	1106.50519592118	1.10276531110972	0.124501478931899	8.857447482314	8.18673604589292e-19	4.85494991563676e-17
"ENSG00000071282"	3659.86884296353	-1.60527035076755	0.124653447410886	-12.8778656676555	5.99711477938989e-38	1.12620817961293e-35
"ENSG00000072163"	665.15195346299	-1.36018826424101	0.175496122547623	-7.75053171828287	9.15085577926778e-15	3.66603617752532e-13
"ENSG00000072571"	36.627660489315	-1.5601626516083	0.322592217218716	-4.83633072446544	1.32257801195996e-06	1.75319385291281e-05
"ENSG00000072958"	2129.43443527067	-1.0854944691807	0.0976457520178379	-11.1166583978216	1.04098266962679e-28	1.37991438000234e-26
"ENSG00000073756"	71.6195676361844	1.37205965617717	0.364891986116241	3.76018029549185	0.000169790941359527	0.0014112453161962
"ENSG00000074527"	4090.85688246418	-1.00402092781981	0.164486076911642	-6.10398732021037	1.03454497034339e-09	2.28004605444384e-08
"ENSG00000074590"	412.639546693256	-1.36107097184455	0.151333290832919	-8.99386357326527	2.38688700323556e-19	1.50457338791366e-17
"ENSG00000074660"	29.0084659356693	-1.30042321251261	0.36052817427568	-3.60699469639294	0.000309763989398363	0.00241019646131795
"ENSG00000075213"	714.29854936872	1.20761549036161	0.135650201291478	8.90242313586217	5.46405137103662e-19	3.33918366498468e-17
"ENSG00000075240"	576.83949575666	1.1704732312875	0.158971785094901	7.36277340402746	1.8012799352049e-13	6.30552906249978e-12
"ENSG00000077063"	329.883172304403	1.04874160654818	0.139188967864623	7.53466041624941	4.89607278987825e-14	1.79039351431897e-12
"ENSG00000077264"	81.8112904038176	1.20895973117302	0.237957782584883	5.08056394726978	3.76316028194376e-07	5.58372457307672e-06
"ENSG00000077684"	1570.63461014914	-1.20028821135511	0.100810886578903	-11.9063352390584	1.09693258128279e-32	1.64795838128052e-30
"ENSG00000077943"	468.384335044168	-1.18022384269167	0.171525180009075	-6.88076142890054	5.95334818479278e-12	1.69018836339282e-10
"ENSG00000078053"	358.68988631553	-1.14876592798823	0.176114462007922	-6.52283699413937	6.89898283786906e-11	1.7250478048152e-09
"ENSG00000079257"	1731.79946850142	1.08260522215729	0.171301473207575	6.31988273005359	2.6176186906008e-10	6.16868362799362e-09
"ENSG00000079462"	58.312011174181	1.03636167697628	0.254735946029115	4.06837626621346	4.73418895793239e-05	0.000453737153288704
"ENSG00000079691"	1509.4530923224	-1.14689716174185	0.146797955640723	-7.81275976723269	5.59491743851877e-15	2.27686617565726e-13
"ENSG00000081052"	207.134642684968	-1.91206777504967	0.19162562766333	-9.97814226815743	1.8999051467194e-23	1.69561831609195e-21
"ENSG00000081320"	1491.69834472829	-1.07184863159145	0.158855339956047	-6.74732515688815	1.50595538868314e-11	4.06427601005683e-10
"ENSG00000081803"	1171.26472982924	-1.32690215059872	0.152733195872361	-8.68771286438355	3.69809053558645e-18	2.03881272708111e-16
"ENSG00000083223"	1486.90723795935	-1.10847252091577	0.117684380705798	-9.41902837290582	4.5528140558552e-21	3.36385786061302e-19
"ENSG00000083290"	1522.66485036046	-1.13817711204786	0.142409529524578	-7.99228194803793	1.32463665526842e-15	5.76824870076791e-14
"ENSG00000084090"	3609.48552942064	-1.24978619712844	0.131134398733193	-9.53057480875991	1.56414736135491e-21	1.2050619072866e-19
"ENSG00000085117"	1911.07297097004	-1.21904042520988	0.159096704224846	-7.66226070583493	1.82688311583509e-14	6.99257936566346e-13
"ENSG00000087448"	907.658851358475	-1.06061164588843	0.123576714978932	-8.58261725171487	9.27385249233694e-18	4.84605834005363e-16
"ENSG00000088756"	685.723239064796	1.64744013474539	0.163430983724555	10.0803415435715	6.74911113727661e-24	6.27180286509395e-22
"ENSG00000089041"	96.7567144445977	1.9859030974057	0.260115376617584	7.63470089015665	2.26345298675301e-14	8.57259042966036e-13
"ENSG00000090376"	583.8944864316	-1.02931054560975	0.158083003464924	-6.5112031214547	7.45512515079496e-11	1.85380684439354e-09
"ENSG00000091262"	123.765113938943	1.06682632837479	0.208881508307416	5.10732777170834	3.26746682932738e-07	4.88333307628896e-06
"ENSG00000091428"	36.1779284355662	1.1674381813159	0.326445460543822	3.57621202442537	0.000348608946574761	0.00267434982504247
"ENSG00000091831"	34.6553678932809	1.17150431149988	0.346134964413763	3.38453040560065	0.000713001215484139	0.00500739614832414
"ENSG00000092621"	1231.10242762368	1.42680881198902	0.130650258686882	10.9208265358932	9.16578606926824e-28	1.14750549483867e-25
"ENSG00000092969"	200.64540318736	1.50548286827472	0.229164434833163	6.56944376805566	5.05035621945478e-11	1.28236368907508e-09
"ENSG00000095585"	21.1129408791883	2.55663763120848	0.555133708572258	4.60544476353971	4.11585228247734e-06	5.01355303706091e-05
"ENSG00000095637"	44.3053870127779	-1.89771437918217	0.316692210215064	-5.99229888822792	2.06895218583752e-09	4.39847523658949e-08
"ENSG00000096060"	2564.36222687268	-4.04662410491797	0.369771411263136	-10.9435829316678	7.13242961784368e-28	8.99184903150251e-26
"ENSG00000097096"	201.585034645729	-1.30546240622981	0.184399242553083	-7.07954321370927	1.44630395040174e-12	4.48006316457776e-11
"ENSG00000099194"	785.211998028092	1.99197382381169	0.194780833108848	10.2267445519063	1.50493465952735e-24	1.45865387322361e-22
"ENSG00000099204"	848.585060946676	-1.42725833886001	0.134717108545845	-10.5944846520686	3.16077101319031e-26	3.56139873911219e-24
"ENSG00000099337"	530.060485021926	-2.71827771300548	0.181277396346021	-14.9951277312967	7.90105490455173e-51	2.9069432208012e-48
"ENSG00000099849"	42.7951586610186	-1.23019942151854	0.309354091644035	-3.97667092418515	6.98867711361696e-05	0.000642160402672205
"ENSG00000099860"	368.158031967728	-1.47103633743584	0.173532663052149	-8.47699972767532	2.31075487924048e-17	1.17017665626257e-15
"ENSG00000099998"	506.244766658562	-2.3809169134766	0.189750743481894	-12.5476025536827	4.09728170564927e-36	7.08240773501598e-34
"ENSG00000100033"	55.3631369152134	-4.88960828788325	0.522367325116023	-9.36047882933188	7.93761426296176e-21	5.72397239730699e-19
"ENSG00000100206"	36.2986806626819	-1.93398502302775	0.349007448698917	-5.54138609430127	3.00086747438824e-08	5.38304863962898e-07
"ENSG00000100242"	2236.2383212374	-1.85904607960478	0.122956027076039	-15.119601078645	1.20268967385011e-51	5.04234638143484e-49
"ENSG00000100292"	2399.38459033003	1.26825370956426	0.301926613979681	4.20053632519328	2.66283438865665e-05	0.000271064812866753
"ENSG00000100302"	35.8449132454698	2.00438160334397	0.455178666471292	4.40350515300432	1.06515752686501e-05	0.000118975587944996
"ENSG00000100739"	134.535733471037	1.88083114342642	0.270231054752358	6.96008512104589	3.40067202115601e-12	1.0017535162974e-10
"ENSG00000100767"	208.81360047707	-1.01307160940402	0.21508097514324	-4.71018698296923	2.47489629944426e-06	3.12446992201549e-05
"ENSG00000100784"	87.3238286571985	2.50719149599806	0.263627031252003	9.51037336380506	1.89979437823935e-21	1.45124970554657e-19
"ENSG00000101255"	284.172619498846	1.1110578384998	0.156955493440526	7.07880822865756	1.45399426202058e-12	4.4961592719909e-11
"ENSG00000101265"	1645.91737938986	1.04933649135308	0.134113301091245	7.82425369307074	5.10677318313941e-15	2.09238424876448e-13
"ENSG00000101342"	42.9011868528458	-4.08721800573833	0.481152182477635	-8.49464712950422	1.9853515531402e-17	1.01971275783508e-15
"ENSG00000101347"	12703.3870621821	-3.7669954315873	0.155437989723431	-24.2347153246762	9.58381484422359e-130	4.31942535029157e-126
"ENSG00000101447"	161.478372135377	-1.22265564802221	0.272617441956416	-4.48487682683809	7.29560664705101e-06	8.4473472468231e-05
"ENSG00000101825"	4767.14944686345	1.32376820049595	0.10319528520335	12.8277972960433	1.14575459560122e-37	2.12944988139162e-35
"ENSG00000101938"	196.014029522831	-1.04453719911402	0.209419971377309	-4.98776306884357	6.10824140669164e-07	8.5896549204241e-06
"ENSG00000102385"	110.999484660041	1.07696296593306	0.202128376498907	5.3281136700709	9.92380130859579e-08	1.62346905618298e-06
"ENSG00000102466"	664.683572935525	-1.21725286689789	0.113833057766405	-10.6933160786719	1.09388537861607e-26	1.2641388208776e-24
"ENSG00000102524"	64.0420778243889	1.70886435765696	0.259071197543531	6.59611864946828	4.22061196608364e-11	1.08081239381472e-09
"ENSG00000102554"	149.552913663167	-2.48230281407491	0.242297003337248	-10.2448762464464	1.24784467238395e-24	1.22261650835532e-22
"ENSG00000102575"	34.5889668155539	1.44333593501348	0.353030487143772	4.08841725452929	4.34326414692765e-05	0.000420066341420664
"ENSG00000102760"	1136.3985343965	-2.84896331709077	0.630806983568062	-4.51637884694309	6.2906080224033e-06	7.39289970194829e-05
"ENSG00000102804"	5397.33684521952	-1.20138799368316	0.0798459534985931	-15.0463228384433	3.64964500988142e-51	1.39991064336473e-48
"ENSG00000102935"	36.1481178397062	1.1511345200872	0.336897243656691	3.4168712916519	0.000633452198477548	0.00451914374125573
"ENSG00000102984"	90.3336253586407	1.40228248793729	0.214141340762387	6.54839688098002	5.81579929244352e-11	1.46844859445619e-09
"ENSG00000102996"	165.315942416665	-1.26605824898599	0.194096296410197	-6.52283568724231	6.89904297355091e-11	1.7250478048152e-09
"ENSG00000103064"	780.765707845921	-1.40147164376104	0.157341483982315	-8.90719731560788	5.23388569725717e-19	3.20940446769225e-17
"ENSG00000103175"	250.45717439452	-1.75597383616319	0.182842531899557	-9.60374929137289	7.70881088624961e-22	6.12222214349375e-20
"ENSG00000103196"	3082.06913512982	-2.63126675642951	0.179650210652513	-14.646611027465	1.41604595820511e-48	4.72749565454106e-46
"ENSG00000103257"	403.748984350973	1.26576541558283	0.375640357666328	3.36962040885706	0.000752717967233111	0.00524951625271896
"ENSG00000103485"	865.205449337359	1.2121543267722	0.102434504649902	11.8334572018976	2.62118892037528e-32	3.84185315906712e-30
"ENSG00000103647"	544.426327334242	1.32941823560688	0.164406014907406	8.08618976839514	6.15602447961686e-16	2.76071664971475e-14
"ENSG00000103710"	1054.92878892262	1.07597942315781	0.149468389720228	7.19870887196823	6.07853773773056e-13	1.97448429433886e-11
"ENSG00000103742"	370.82982255279	2.19734247824709	0.152138396320902	14.443050087187	2.77294264900755e-47	8.19518197972266e-45
"ENSG00000104321"	548.692187680578	1.34399756848489	0.169102711331718	7.94781797347093	1.89825294637817e-15	8.0902373799777e-14
"ENSG00000105088"	53.2758637278162	1.39386048623955	0.312303523564449	4.46315965420705	8.07598321471635e-06	9.2440524060258e-05
"ENSG00000105486"	143.606718762239	1.01746108683963	0.171182754243012	5.94371256227855	2.78638022587948e-09	5.80726736556708e-08
"ENSG00000105499"	123.159714798276	1.03195194062316	0.19047739666256	5.41771338071841	6.03660848001929e-08	1.0305679704336e-06
"ENSG00000105516"	84.5749847267979	1.65185194321009	0.23009835686511	7.17889499827438	7.02770919623285e-13	2.26242038195867e-11
"ENSG00000105711"	101.371500518373	1.28904796616758	0.214735744551657	6.00295013230779	1.93764144169991e-09	4.13883885201018e-08
"ENSG00000105835"	2640.34127405734	-1.05075799182741	0.151418569269079	-6.93942623351668	3.93695627653449e-12	1.14661466483625e-10
"ENSG00000105889"	230.620130556521	-1.038558659179	0.142278759054246	-7.29946385590159	2.88916662102418e-13	9.86475300072423e-12
"ENSG00000105989"	333.214688163837	3.04184070272801	0.191370959052672	15.8949963870473	6.86324182619446e-57	3.43695899007316e-54
"ENSG00000106034"	2427.54990954247	-1.05605032867875	0.128214995672533	-8.23655862669876	1.7723485254283e-16	8.23502557124261e-15
"ENSG00000106123"	2287.85834096414	-1.40722931177167	0.142387379118453	-9.88310425041946	4.92821104947596e-23	4.23075184761679e-21
"ENSG00000106483"	437.585149037829	1.10651427172521	0.223637852267522	4.94779510939664	7.50588550922917e-07	1.03849657682566e-05
"ENSG00000106484"	677.213238740759	1.8637650860243	0.13730594323399	13.5738121899659	5.72645001336067e-42	1.32354411334444e-39
"ENSG00000106617"	1018.35298653981	-1.6166913402221	0.128622052080644	-12.5693169566946	3.11402622435006e-36	5.45045289054203e-34
"ENSG00000106976"	884.745882993046	1.75625644069071	0.0997092669086134	17.6137734750409	1.93129966914288e-69	1.58261229251399e-66
"ENSG00000107104"	1276.71448146957	-1.16659816046014	0.152778473447835	-7.6358804622987	2.24282346391943e-14	8.51234134895568e-13
"ENSG00000107338"	118.379905137904	1.00864155276144	0.187488324524859	5.37975660787191	7.45866094370415e-08	1.24933189382349e-06
"ENSG00000107562"	25136.3075719089	1.91166983641132	0.105748095217679	18.077581751957	4.78616718465573e-73	4.54131694763018e-70
"ENSG00000107611"	41.0823697386133	1.53799816823185	0.321038735408893	4.79069345408731	1.66205888297098e-06	2.16343664564627e-05
"ENSG00000107731"	562.142033392034	1.02361619908639	0.148424755005196	6.89653285296348	5.32870465115872e-12	1.52727960971525e-10
"ENSG00000107796"	2427.809962315	-1.14310332994203	0.122103154060816	-9.36178380267462	7.8401686308555e-21	5.67640803522341e-19
"ENSG00000107821"	484.077789657041	1.02939772998988	0.133740608934784	7.69697205799208	1.39328348983635e-14	5.43682137549128e-13
"ENSG00000107968"	536.659556658061	-1.13302366067872	0.128264350889085	-8.8335040315176	1.01446677141811e-18	5.91870775246783e-17
"ENSG00000108231"	21.5534621417325	1.98127432917607	0.546875720323265	3.62289685854934	0.000291322007820884	0.00228943032127066
"ENSG00000108604"	2178.07169386197	-1.24444008026687	0.133123189543282	-9.34803383645089	8.92921083766328e-21	6.41337900324278e-19
"ENSG00000108821"	100990.694351515	1.3049464420229	0.0854759991473077	15.2668170602368	1.27233637702572e-52	5.59455614756576e-50
"ENSG00000108830"	158.263285028196	2.36349777995476	0.259026228627972	9.12455002133916	7.20348816644975e-20	4.79204740460355e-18
"ENSG00000108924"	56.2685193907555	-1.28798623480283	0.315981013847838	-4.07615071272308	4.57873483472958e-05	0.000440323462427915
"ENSG00000108950"	1011.56504804899	-1.0911124005433	0.125707017225242	-8.67980503099715	3.96447837593051e-18	2.17901268784376e-16
"ENSG00000108960"	1723.1175228423	-1.68669820758666	0.308825855424003	-5.46164829777901	4.71733941098673e-08	8.19308236043051e-07
"ENSG00000109265"	81.467114628972	1.28107755692141	0.235525329031821	5.43923476166052	5.35099073210825e-08	9.21372119564923e-07
"ENSG00000109625"	41.4976447528978	1.81500250702821	0.338892796345273	5.35568335061048	8.52336647118328e-08	1.4084257629926e-06
"ENSG00000109674"	47.9140323100117	1.42726083530083	0.315923780527414	4.51773789525469	6.25037865672037e-06	7.35521060204666e-05
"ENSG00000109794"	114.854745344428	1.0103332906706	0.228154045374362	4.42829444033226	9.49811812467981e-06	0.000107153988455399
"ENSG00000109861"	4058.013382052	-1.01823892256973	0.0849513801033629	-11.9861374980702	4.20038640422753e-33	6.47218513636016e-31
"ENSG00000109881"	67.0435340737273	1.33911111149071	0.255138692582567	5.24856147037497	1.53291492039954e-07	2.42841741519885e-06
"ENSG00000109906"	385.071028862516	-7.35262580898063	0.536388708511628	-13.7076446470745	9.13762134003219e-43	2.25661695230274e-40
"ENSG00000110756"	995.251537070175	-1.57642940248209	0.134465300802404	-11.7236892571909	9.63813265538581e-32	1.36815949221492e-29
"ENSG00000110900"	262.805275325959	1.46526374220155	0.141089528546193	10.3853472139275	2.89115395720927e-25	3.01281638962825e-23
"ENSG00000111728"	193.414395562819	1.52773481360276	0.174011665779864	8.77949651683382	1.64208076882674e-18	9.45796552728706e-17
"ENSG00000111816"	88.8407294923007	1.15217064825363	0.216484943126819	5.32217451990957	1.0253413186588e-07	1.6743526533316e-06
"ENSG00000111859"	1772.5459327153	-1.62361703987577	0.169204035526844	-9.59561652782321	8.34168826894209e-22	6.59578754879334e-20
"ENSG00000112137"	44.376811426737	1.05035578189258	0.298966767797886	3.51328607399825	0.000442600662339152	0.00328768221699638
"ENSG00000112218"	58.546110035415	-1.41195014408607	0.279307733608614	-5.05517740537968	4.29990876206159e-07	6.26667382073131e-06
"ENSG00000112715"	1874.11967514758	1.25869459116616	0.183599964861627	6.85563634020732	7.09957733037392e-12	1.99363208897167e-10
"ENSG00000112773"	516.800784800124	1.19805302468447	0.114054243501583	10.5042389296795	8.25862553111328e-26	8.96906632981387e-24
"ENSG00000112837"	2754.96812806571	1.83356244471417	0.127342051010234	14.3987192774743	5.27112480042981e-47	1.53270706293788e-44
"ENSG00000112936"	1960.69493279795	-3.20445426489554	0.425672765844782	-7.52797576451959	5.15329535277512e-14	1.86654297919624e-12
"ENSG00000113361"	2195.05501916958	1.22150639955336	0.14734027865981	8.29037660756477	1.12890452240903e-16	5.36989201318996e-15
"ENSG00000113578"	184.88364241035	-1.00683917219938	0.256392736408069	-3.926941091642	8.60330416398896e-05	0.000772412188587614
"ENSG00000113739"	17078.9424533526	-1.05845518520454	0.298094755325264	-3.55073400754608	0.000384158455077369	0.00290991959165328
"ENSG00000114098"	1010.29346134236	-1.3463400393744	0.112496191345844	-11.9678721854271	5.23540777295113e-33	7.99863824836974e-31
"ENSG00000114270"	1546.90699729354	-1.23337327761163	0.103781224059564	-11.8843585512515	1.42726541277958e-32	2.10907711980248e-30
"ENSG00000114670"	184.343268997634	1.25731689108762	0.162213900173142	7.7509812028784	9.11851855605778e-15	3.66121720553696e-13
"ENSG00000115419"	3865.24139352938	-1.19353776622538	0.131316531701738	-9.08901378035397	9.99414543310963e-20	6.57570999518615e-18
"ENSG00000115457"	1919.14850283236	-2.21406125378448	0.18009116419102	-12.294113726957	9.74193745855172e-35	1.6568646085167e-32
"ENSG00000115828"	345.356447958451	-1.17818771623724	0.248893498652779	-4.73370225664625	2.20461061630633e-06	2.80881414775764e-05
"ENSG00000116106"	292.736191864111	-1.12396262513654	0.262152780969603	-4.28743353772345	1.80749312309857e-05	0.000192131403438803
"ENSG00000116194"	237.044105094213	-1.94197926424771	0.220725384464904	-8.79816913199892	1.39066336557213e-18	8.0613759339339e-17
"ENSG00000116285"	3232.63543712134	-2.42451299177805	0.144277322345029	-16.8045327732102	2.26086984825921e-63	1.27371755076303e-60
"ENSG00000116584"	2250.59694884394	1.01572615836682	0.0892173172801646	11.3848543010679	4.97513289352663e-30	6.74373652665399e-28
"ENSG00000116675"	50.8991386691628	-2.22714305808857	0.335403096451394	-6.64019826188851	3.13261496351323e-11	8.14931927304712e-10
"ENSG00000116690"	24.9241878790234	-1.89090534221127	0.534816572202928	-3.53561471444792	0.000406827567520239	0.00305366712461636
"ENSG00000116711"	111.969948202533	2.45076099797645	0.264983362782887	9.24873536299889	2.27164371682734e-20	1.58120436011441e-18
"ENSG00000116962"	9435.92561442646	-1.48121915024017	0.16259932289023	-9.10962680478159	8.26658343934388e-20	5.45897312250884e-18
"ENSG00000116991"	119.855227839028	2.58234281466882	0.270003485529153	9.56410918032389	1.13171871380467e-21	8.87070650976982e-20
"ENSG00000117152"	104.839762967995	1.03124021752061	0.279760553910094	3.68615304447824	0.000227669468787068	0.00183561054709001
"ENSG00000117461"	215.510751865581	1.70098528968805	0.183200491498747	9.28482929151796	1.61966599832034e-20	1.15412405603633e-18
"ENSG00000117600"	39.28772884718	2.3781957508815	0.428719900181109	5.54720168081038	2.90277843943334e-08	5.22268360340362e-07
"ENSG00000118257"	1755.47533428085	-1.00695045340707	0.169515730163676	-5.9401593730258	2.84745119343837e-09	5.92085929818995e-08
"ENSG00000118507"	100.500443087503	-1.02866282673587	0.207886859176783	-4.94818590655179	7.49083468469738e-07	1.03721019735579e-05
"ENSG00000118523"	11813.4074813191	-1.20817634811519	0.151610183564919	-7.96896567042183	1.60007896343092e-15	6.90101041931403e-14
"ENSG00000118689"	5165.48667934315	-1.26007916758179	0.125682111676189	-10.0259229477962	1.1725888468357e-23	1.07306760054589e-21
"ENSG00000118997"	96.4180429331388	1.06038040143555	0.245949504744578	4.31137441214519	1.62242914511052e-05	0.000174088015050386
"ENSG00000119138"	1683.2682077277	-2.08291934981393	0.160522464318903	-12.9758744899149	1.67671662139139e-38	3.25030615596172e-36
"ENSG00000119139"	5029.85142077092	-1.92793686438768	0.122239410953865	-15.7718108206142	4.86351232160454e-56	2.30735263510228e-53
"ENSG00000119508"	216.673741809452	-2.07773191774141	0.172915283909921	-12.0158951294542	2.93177606172719e-33	4.59600511659284e-31
"ENSG00000119514"	286.113578398288	1.12667852233668	0.164703597044668	6.84064308584059	7.88384568087355e-12	2.18661492207367e-10
"ENSG00000119703"	28.7985292074512	1.2383174478905	0.369176204008493	3.35427211842184	0.000795740663814168	0.00551282737460696
"ENSG00000119711"	562.981534656845	-1.20456873941168	0.164386854341709	-7.3276463877565	2.34229760730353e-13	8.10497912945644e-12
"ENSG00000119714"	54.8129633903873	2.83271839491117	0.412132318978771	6.87332263077645	6.27234855116047e-12	1.7723808727323e-10
"ENSG00000120129"	3409.02937530956	-2.9478098639195	0.12143768977882	-24.2742584224756	3.66692460955789e-130	2.20357722870366e-126
"ENSG00000120149"	161.940337057266	1.02302999452212	0.188377828331999	5.43073462296805	5.61225397279687e-08	9.61765348113897e-07
"ENSG00000120162"	60.6707970651537	-2.71101511077518	0.311374372420519	-8.70660963425044	3.13099107155772e-18	1.74214527895193e-16
"ENSG00000120549"	51.4822159299947	1.11552128836788	0.314619895605417	3.54561584931337	0.000391696769222578	0.00295584317938243
"ENSG00000120837"	1841.38811314411	-1.03563704991238	0.100133195606906	-10.3425946174532	4.52127504758593e-25	4.6050591275638e-23
"ENSG00000121621"	31.7909395998817	1.61399793684003	0.400613852457268	4.02881210157902	5.60594011087127e-05	0.000526923296761144
"ENSG00000121858"	247.334411119207	1.03242700987575	0.15748844865546	6.55557292417304	5.54286537796735e-11	1.40346596957859e-09
"ENSG00000122035"	943.340574231144	-2.288870596122	0.144873254515947	-15.7991245780293	3.15466953723076e-56	1.53709141668097e-53
"ENSG00000122966"	288.894444022564	1.54919456260287	0.202932062468267	7.63405517964969	2.2748247451398e-14	8.59759759022648e-13
